course_url,course_name,course_title,department,college,modal_aim,all_existing_outcomes,suggested_Spiritually_Strengthening_1,suggested_Spiritually_Strengthening_2,suggested_Spiritually_Strengthening_3,suggested_Intellectually_Enlarging_1,suggested_Intellectually_Enlarging_2,suggested_Intellectually_Enlarging_3,suggested_Character_Building_1,suggested_Character_Building_2,suggested_Character_Building_3,suggested_Lifelong_Learning_and_Service_1,suggested_Lifelong_Learning_and_Service_2,suggested_Lifelong_Learning_and_Service_3
https://catalog.byu.edu/courses/07882-006,DESPH 276,Visual Storytelling,Design,College of Fine Arts and Communications,Intellectually Enlarging,"Editorial Techniques and Styles Students will be able to use the techniques and styles used in editorial photography with and emphasis on content, concept, and narrative as used in photojournalism, documentary, and photo-reportage, including techniques used to tell stories and persuade thought and opinion in editorial media.
---
Portable Flash Systems Students will be able to implement camera and lighting techniques used in location editorial photography, including the use of portable dedicated and non-dedicated flash systems.
---
Historic and Contemporary Photographers Students will be able to identify the styles and techniques used by a variety of significant editorial photographers both historic and contemporary.","Articulate how visual storytelling can reflect and enhance gospel principles, demonstrating integration of spiritual insights with photographic narratives.",Create a photographic essay or project that thoughtfully explores and communicates personal faith experiences or spiritually significant themes.,"Critically analyze editorial photography through a gospel-centered lens, identifying ways visual narratives can influence spiritual understanding and strengthen religious commitment.",,,,"Demonstrate ethical decision-making and integrity by accurately representing subjects and events through visual storytelling, respecting truthfulness and authenticity.","Exhibit compassion, sensitivity, and respect toward diverse individuals and communities when creating photographic narratives, actively considering the dignity and perspectives of subjects.",Develop personal responsibility and self-discipline by critically reflecting on the moral implications and potential societal impact of editorial photography projects.,"Develop and execute a personal visual storytelling project focused on addressing a specific community need, demonstrating the ability to use photographic skills in meaningful service.",Critically reflect through written or oral presentation on how visual storytelling can inspire ongoing community engagement and foster lifelong commitment to social responsibility.,"Create a resource guide or educational workshop that utilizes editorial photography techniques to empower others in the community, church, or society to effectively communicate important issues or narratives."
https://catalog.byu.edu/courses/9h0oQ9OOpcO8aYqqdAjO,ME EN 204,Engineering Mechanics - Dynamics,Mechanical Engineering,Ira A. Fulton College of Engineering,Intellectually Enlarging,"Kinematics of Particles Understand the kinematics of particles and analyze rectilinear and curvilinear particle motion using appropriate coordinate systems.
---
Newton's Laws of Motion Understand and apply Newton's Laws to solve for the motion of particles and systems of particles in appropriate coordinate systems.
---
Work and Energy Apply the principles of Work and Energy to solve problems involving particles and systems of particles.
---
Impulse and Momentum Apply the principles of Impulse and Momentum to solve problems, including collisions of particles.
---
Motion of Rigid Bodies Determine the motion of rigid bodies in translation, rotation about a fixed axis, and general planar motion.
---
Real-world Application Apply the principles of dynamics to real-world engineering problems.",Articulate connections between Newton's laws of motion and principles of spiritual obedience and agency through reflective writing or class discussion.,"Evaluate real-world engineering scenarios from a gospel perspective, identifying how principles of dynamics illustrate divine patterns and order in creation.","Formulate and explore engineering questions in dynamics that integrate faith-based perspectives, demonstrating the ability to frame technical inquiries within a spiritually informed context.",,,,Demonstrate integrity and personal responsibility by accurately reporting experimental results and clearly acknowledging collaborative contributions in dynamics assignments and projects.,Exhibit self-discipline and perseverance by consistently practicing structured problem-solving approaches and proactively seeking feedback to improve understanding of challenging dynamics concepts.,"Cultivate compassion and respect by actively participating in collaborative team settings, providing supportive peer feedback, and respectfully considering diverse perspectives in dynamic problem-solving activities.","Identify and evaluate real-world community or societal issues where dynamics principles can be applied, proposing feasible engineering solutions that demonstrate a commitment to service.","Reflect on case studies of engineering projects that positively impacted communities, articulating strategies for continuous self-directed learning to enhance future contributions.","Develop a personal action plan outlining specific ways to utilize dynamics knowledge and engineering skills in ongoing lifelong learning and meaningful service to family, community, or society."
https://catalog.byu.edu/courses/11673-001,TMA 270R,Practicum: Television,Theatre and Media Arts,College of Fine Arts and Communications,Intellectually Enlarging,Application Students will use skills and knowledge in television based in a professional setting.,Articulate ways in which gospel principles can guide ethical decisions and storytelling practices in television production.,Reflect upon and document personal spiritual insights gained through practical experiences in television media creation.,Develop and present television content that thoughtfully integrates and expresses faith-based perspectives and values.,,,,"Demonstrate ethical decision-making and personal integrity in television production scenarios, including adherence to copyright, truthful representation, and accountability.","Exhibit compassion, respect, and collaborative support toward peers and colleagues in all stages of television production, fostering a positive and inclusive professional environment.","Consistently practice self-discipline and responsibility by meeting production deadlines, managing commitments, and proactively addressing challenges in television projects.",Demonstrate initiative in independently identifying and pursuing opportunities for ongoing professional development and learning within the television industry.,"Create and implement a media project that addresses a specific community need or social issue, reflecting a commitment to service and societal contribution.","Critically reflect on personal experiences in the practicum to articulate a clear plan for how television production skills can be employed to positively impact family, community, church, or society."
https://catalog.byu.edu/courses/09473-000,TMA 223,Acting Improvisation,Theatre and Media Arts,College of Fine Arts and Communications,Intellectually Enlarging,"Analysis Skills Students will analyze performance texts and apply that analysis to improvised performance.
---
Performance and Impulse Skills Students will demonstrate impulsivity in the performance of improvisational exercises and scene work.
---
Expression Students will identify and explore methods of emotional and physical expression in characterization and performance.","Articulate connections between principles of improvisational acting and gospel teachings on faith, trust, and inspiration through reflective journaling or class discussions.","Demonstrate the ability to approach improvisational challenges with openness and humility, drawing parallels to spiritual practices of reliance on divine guidance.",Identify and apply gospel-centered principles of empathy and compassion in collaborative improvisational performances.,,,,Demonstrate integrity and ethical responsibility by consistently supporting scene partners and contributing positively to group improvisational activities.,Practice self-discipline and personal accountability by thoughtfully reflecting on performance choices and constructively responding to feedback.,"Cultivate compassion and respect through active listening, empathetic engagement, and inclusive collaboration during improvisational exercises and performances.","Students will identify and articulate ways improvisational skills can be applied beyond the theatre to serve and positively impact family, community, and church settings.","Students will demonstrate the ability to collaboratively devise improvised performances that address real-world social issues, promoting empathy and community awareness.",Students will develop and implement a personal plan for ongoing self-education in improvisational techniques to enhance their lifelong creative growth and service opportunities.
https://catalog.byu.edu/courses/10012-001,AM ST 300,Literature and Cultures of the American West,Kennedy Center for International Studies,David M. Kennedy Center for International Studies,Intellectually Enlarging,"Research and Writing Form a research strategy, independently locate relevant digital and print sources, and draw upon these to develop an effective written argument pertinent to the literature and cultures of the American West.
---
Writing Produce polished, competent, formal writing, free from distracting errors in mechanics, syntax, and formatting, and in accordance with MLA formatting and citation guidelines.
---
One Students will be able to cite major texts of western American literature and theory to support logical arguments about western literature and culture.
---
Two Students will be able to place a variety of western literary texts within historical, religious, environmental, social, and literary contexts, considering the American West as a distinct US region and as an engine in the construction of broader American and international cultures.
---
Three Students will be able to persuasively communicate their mastery of major historical and conceptual themes and issues that are distinctive to the study of the American West demonstrating competence with written conventions of the field.","Articulate connections between gospel teachings and themes of stewardship, community, and identity represented in literature of the American West.","Reflect in writing on how studying diverse literary voices from the American West deepens personal testimony and understanding of gospel principles such as empathy, justice, and redemption.","Frame thoughtful, faith-informed questions that explore spiritual implications and ethical dimensions within western American literary texts and cultural narratives.",,,,Demonstrate personal integrity and ethical scholarship by accurately representing diverse perspectives and responsibly citing all sources used in analyses of western American literature and cultures.,"Articulate thoughtful reflections on themes of compassion, respect, and moral responsibility as depicted in western American literature, connecting these insights to contemporary ethical challenges.","Engage respectfully and empathetically in classroom discussions and collaborative activities, valuing differing viewpoints and demonstrating openness to understanding diverse experiences and cultures of the American West.",Identify and propose practical ways to utilize insights from western American literature and culture to address contemporary community or societal challenges.,"Design and present a personal lifelong learning plan demonstrating how continued engagement with western American texts and themes can enrich one's ongoing personal, professional, or community life.",Collaboratively develop and execute a community-based project or educational initiative that applies themes from the literature and cultures of the American West to meaningfully serve local or regional communities.
https://catalog.byu.edu/courses/11392-000,FREN 445,Advanced Francophone Culture,French and Italian,College of Humanities,Intellectually Enlarging,"Language Demonstrate improved language ability
---
Research Complete either a substantive experiential learning project or research paper with appropriate sources under the direction of your instructor.",Articulate connections between Francophone cultural expressions and gospel principles through reflective writing assignments.,Analyze and discuss Francophone texts and media to identify spiritual themes and their relevance to personal testimony and faith.,"Develop and present a project that integrates Francophone cultural insights with gospel teachings, demonstrating thoughtful reflection on spiritual growth.",,,,"Articulate and critically reflect on ethical dilemmas and moral virtues represented in Francophone cultural texts, demonstrating integrity and personal responsibility in written or oral assessments.","Engage respectfully and compassionately in discussions about diverse Francophone perspectives, demonstrating openness, empathy, and reverence for cultural differences.","Identify and assess examples of courage and ethical leadership within Francophone historical or contemporary contexts, and propose meaningful ways to integrate these principles into personal conduct.","Design and propose a culturally informed service initiative that addresses real-world issues in Francophone communities, demonstrating an ongoing commitment to societal betterment.",Reflect critically on personal experiences within Francophone cultures to articulate a lifelong plan for continued learning and meaningful engagement with global Francophone communities.,"Identify and analyze contemporary social, political, or environmental challenges within Francophone regions, outlining actionable ways to apply knowledge and language skills to serve and support affected populations."
https://catalog.byu.edu/courses/12715-000,PSYCH 349,Introduction to Positive Psychology,Psychology,"College of Family, Home, and Social Sciences",Intellectually Enlarging,"Research and application Students will be able to identify and explain research findings in Positive Psychology, and describe potential applications for increasing well-being. Measurement: Exams, quizzes, writing assignments.
---
Practice a personalized strategies Students will be able to develop and practice a personalized set of well-being strategies informed by the positive psychology literature. Measurement: Class assignments, writing assignments.","Students will articulate connections between principles of positive psychology and gospel teachings, demonstrating integration through reflective writing assignments.","Students will analyze how positive psychology concepts such as gratitude, forgiveness, and compassion can strengthen personal testimony and deepen religious commitment, evaluated through class discussions and journals.","Students will formulate spiritually-informed questions and explore faithful responses regarding human flourishing, happiness, and well-being, assessed through written reflections and group presentations.",,,,Demonstrate increased compassion and respect for others by applying principles of positive psychology in collaborative group activities and reflective writing assignments.,Practice personal responsibility and self-discipline by consistently implementing and tracking individualized character-strengthening habits throughout the semester.,"Articulate and defend ethical considerations in positive psychology research and interventions, demonstrating integrity and courage through class discussions and written reflections.",Students will design and implement a personal lifelong learning plan focused on positive psychology principles to continuously enhance their own and others' well-being beyond formal education.,"Students will demonstrate the ability to apply positive psychology concepts through a structured community service project aimed at addressing real-world challenges in family, church, or community settings.","Students will critically reflect on and articulate how positive psychology knowledge and practices can be integrated into their future personal, family, and professional roles to promote a sustained ethic of service."
https://catalog.byu.edu/courses/05321-005,SPAN 446R,Nineteenth-Century Literature,Spanish and Portuguese,College of Humanities,Intellectually Enlarging,"Approaches Apply relevant analytical and theoretical approaches to the subject matter in question.
---
Detailed Knowledge Demonstrate a detailed knowledge of Spanish romantic and/or realist literature.","Analyze nineteenth-century Spanish literary texts to identify and reflect upon spiritual themes and gospel principles, articulating connections between literature and personal faith.","Formulate thoughtful, faith-centered questions about moral and spiritual dilemmas presented in Spanish romantic and realist literature, demonstrating the ability to integrate academic inquiry with spiritual insight.",Compose reflective essays or presentations that explore how studying nineteenth-century Spanish literature has influenced or strengthened personal religious understanding and commitment.,,,,"Articulate and critically reflect upon ethical dilemmas and moral decisions faced by characters in nineteenth-century Spanish literature, connecting these reflections to personal integrity and ethical conduct.","Demonstrate empathy and compassion by analyzing diverse perspectives and experiences represented in Spanish romantic and realist texts, applying these insights to contemporary interpersonal interactions.","Exhibit courage and personal responsibility by respectfully defending interpretations of literary texts in discussions, presentations, or written assignments, grounded in principled reasoning and moral clarity.",Develop and present a community-oriented project or educational initiative that applies themes from nineteenth-century Spanish literature to address contemporary social issues.,Reflect in writing on how the study of Spanish romantic and realist texts can inform personal lifelong learning goals and ongoing engagement with Hispanic communities.,Design and propose a practical service activity inspired by nineteenth-century Spanish literary works to positively impact local or global communities.
https://catalog.byu.edu/courses/11644-001,PSYCH 307,Writing Within Psychology,Psychology,"College of Family, Home, and Social Sciences",Intellectually Enlarging,"1. Write clearly and appropriately Students will be able to write clearly, focus on a well-defined purpose in writing, use conventions of format and structure appropriate to their discipline, and adopt a voice, tone, and level of formality suited to multiple purposes and audiences. Measurement: Informal in-class writing will be given and formal writing will be assigned in multiple drafts with peer- and instructor-review. Genres could include a personal writing journal, letter of intent, letter to the editor, literature review, research proposal, book review, and poster presentation. Explicit focus on the Publication Manual of the American Psychological Association. Measurement: Informal in-class writing assignments will be given and formal writing assignments will be assigned in multiple drafts with peer- and instructor-review. Genres could include a personal writing journal, letter of intent, letter to the editor, literature review, research proposal, book review, and poster presentation. Explicit focus on the Publication Manual of the American Psychological Association.
---
2. The role of writing in the discipline Students will demonstrate an understanding of the roles that writing plays in their particular discipline, major, or career as a way of learning, as a way of demonstrating and evaluating what one has learned, and as a way of communicating with others.
---
3. Productive and flexible collaborative writing processes Students will be able to develop productive and flexible individual and collaborative writing processes
---
4. Library research Students will demonstrate the ability to use appropriate research tools and processes of research within their particular discipline, including library research. Students will be able to identify and evaluate sources, retrieve, and evaluate data, take notes, and follow conventions of quoting, paraphrasing, and summarizing. They will cite sources properly and demonstrate an understanding of ethical issues related to research, including how to avoid plagiarism. Measurement: Complete the library-usage module provided by the Lee Library.
---
5. Genres, forms, styles, and documentation conventions Students will understand the genres, forms, styles, and documentation conventions of writing for their discipline. They will also demonstrate knowledge of edited syntax, grammar, punctuation, and spelling.","Articulate how psychological principles and theories intersect with and enhance understanding of gospel teachings, demonstrating this integration in reflective writing assignments.","Develop and express thoughtful, faith-informed questions related to psychological research and practice, demonstrating an ability to frame inquiries that respect both spiritual and academic perspectives.",Compose written reflections that demonstrate personal spiritual insights and growth gained through the examination of psychological concepts and ethical considerations in the discipline.,,,,Demonstrate integrity and ethical responsibility by accurately representing psychological research findings and acknowledging limitations in written assignments.,Express compassion and respect through writing by thoughtfully considering diverse perspectives and sensitively addressing psychological topics affecting varied populations.,"Cultivate self-discipline and personal responsibility by consistently meeting deadlines, applying instructor and peer feedback constructively, and upholding high standards of academic honesty in all writing tasks.","Develop and articulate a personal plan for ongoing professional development, identifying specific strategies and resources for continued learning and skill enhancement in psychology writing beyond formal coursework.","Produce psychology-based written materials designed explicitly to educate, inform, or advocate for community audiences, demonstrating a commitment to applying psychological knowledge in meaningful service contexts.","Critically evaluate real-world psychological issues through writing assignments that propose ethical and practical solutions aimed at serving and improving conditions within family, community, church, or societal contexts."
https://catalog.byu.edu/courses/09828-001,SFL 330,Preprofessional Preparation for Marriage and Family Therapy,Family Life,"College of Family, Home, and Social Sciences",Intellectually Enlarging,Content and Theory Review and evaluate at least two accredited Marriage and Family Therapy programs. Write a letter of application to an accredited Marriage and Family Therapy program of your choice Have letter of application to an accredited Marriage and Family Therapy program reviewed by at least one Marriage and Family Therapy faculty member. Become familiar with career options in Marriage and Family Therapy and begin to formulate career choices.,Articulate how gospel teachings and principles can ethically inform therapeutic practices within Marriage and Family Therapy.,Demonstrate the ability to integrate personal faith and spiritual insights into reflective writing about professional identity and therapeutic approach.,Develop and share a personal statement of faith that connects one's spiritual beliefs to their motivation for pursuing a career in Marriage and Family Therapy.,,,,Demonstrate ethical decision-making by analyzing and responding to hypothetical marriage and family therapy scenarios using professional codes of ethics.,Exhibit compassion and respect by effectively engaging in role-play exercises designed to practice empathetic listening and sensitive communication techniques relevant to family therapy contexts.,"Develop personal responsibility and self-awareness through reflective journaling, identifying personal values and biases that may influence therapeutic practice.",Develop a personalized lifelong learning plan identifying ongoing educational resources and professional growth opportunities in Marriage and Family Therapy beyond formal graduate training.,Demonstrate the ability to apply foundational Marriage and Family Therapy principles to design a community-based service initiative addressing family relationship challenges.,"Reflectively articulate how professional skills in Marriage and Family Therapy can be consistently utilized in volunteer, church, or community settings to positively impact families and communities."
https://catalog.byu.edu/courses/13244-000,SRBIA 201,Second-Year Language Study: Serbian,Language Studies,College of Humanities,Intellectually Enlarging,"Elaboration Create structurally-accurate, elaborated utterances and begin to group utterances into paragraphs and narratives. Do this in present, past and future time.
---
Vocabulary Broaden vocabulary for both reception (listening and reading comprehension) and production (speaking and writing).
---
Grammar Review and increase understanding of basic language structures.
---
Culture Discuss in the target language common products and practices related to every-day life in the target culture.",Express personal beliefs and spiritual insights in Serbian by composing brief narratives or testimonies related to gospel principles and personal experiences.,"Analyze Serbian cultural texts or media to identify and discuss spiritual themes and gospel values, making connections between language learning and spiritual understanding.","Formulate thoughtful questions in Serbian related to faith, spirituality, and religious practices, demonstrating the ability to frame inquiries from a faithful and culturally sensitive perspective.",,,,Demonstrate honesty and integrity by accurately representing one's own linguistic abilities and appropriately acknowledging assistance received during language assessments and assignments.,Express compassion and respect through culturally appropriate communication styles and behaviors when engaging in dialogues or collaborative activities with peers and native Serbian speakers.,"Cultivate personal responsibility and self-discipline by consistently setting and achieving language learning goals, reflecting regularly on personal progress, and identifying opportunities for growth in character and language proficiency.","Demonstrate the ability to independently utilize Serbian-language resources (such as media, literature, or community interactions) to pursue ongoing personal learning and cultural understanding beyond formal coursework.","Identify and articulate opportunities to apply Serbian language skills in service-oriented settings, such as community outreach, humanitarian aid, or church service.","Develop a personal plan for continued language development and cultural engagement, outlining specific strategies for lifelong learning and meaningful service to Serbian-speaking communities."
https://catalog.byu.edu/courses/04445-010,PETE 461,Adapted and Multicultural Physical Education for Teaching Majors,Teacher Education,David O. McKay School of Education,Intellectually Enlarging,"Meet needs *Use appropriate strategies, services, and resources to meet special and diverse learning needs.
---
Multicultural Integration Learn how to work and attend to the needs of multicultural students integrated in physical education
---
Student Integration Know how to teach students with disabilities integrated in regular physical education programs.
---
Physical Applications Know the principles that address the physiological and biomechanical applications encountered when working with diverse populations.
---
IEP Learn how to provide consultation and staff development activities related to students with disabilities and their IEP.
---
Instruction *Identify, select, and implement appropriate instruction that is sensitive to the strength/weaknesses, multiple needs, learning style, and experiences of diverse learners.
---
Assessment Know how to assess and evaluate students with disabilities in order to make appropriate decisions about special services and program components.
---
Learning Environment *Create a learning environment which respects and incorporates learners’ personal, family, cultural, and community experiences","Articulate gospel-centered principles that affirm the inherent worth and divine potential of all students, including those with disabilities and diverse cultural backgrounds.",Demonstrate how scriptural teachings and prophetic counsel can guide inclusive practices and compassionate responses in adapted and multicultural physical education settings.,"Reflect on personal teaching practices by integrating spiritual insights and faithful perspectives to enhance empathy, understanding, and service towards diverse student populations.",,,,Demonstrate ethical decision-making and integrity when addressing sensitive issues related to diversity and disability within physical education settings.,"Exhibit compassion, respect, and advocacy by designing and implementing inclusive physical education activities that recognize the inherent worth of each student.",Practice personal responsibility and self-discipline by consistently reflecting upon and aligning teaching behaviors with moral virtues and Christlike attributes.,Develop and implement a personal professional development plan focused on ongoing learning about adaptive and multicultural physical education beyond the conclusion of formal coursework.,Design and execute a community-based service project that applies adapted physical education principles to support individuals with disabilities or diverse cultural backgrounds outside of the classroom setting.,"Demonstrate reflective practices by regularly documenting experiences, insights, and growth related to serving diverse populations, emphasizing continuous improvement and commitment to community and societal well-being."
https://catalog.byu.edu/courses/11463-000,NURS 295,Fundamentals in Nursing,Nursing,College of Nursing,Intellectually Enlarging,"Quality of Nursing Care Delivery Describe and evaluate safe, high-quality fundamental nursing care based on evidence-based practice guidelines
---
Professionalism Demonstrate professional standards of practice in coursework
---
Quality of Nursing Care Delivery Demonstrate clinical judgment related to fundamental nursing skills by implementing critical thinking skills.
---
Communication and Collaboration Demonstrate effective oral and written communication and collaboration.
---
Quality of Nursing Care Delivery Describe and evaluate safe, high-quality fundamental nursing care based on evidence-based practice guidelines.",Integrate gospel principles and teachings into patient care scenarios to enhance compassionate and holistic nursing practice.,Reflect on personal spiritual beliefs and experiences to strengthen commitment to ethical decision-making in nursing practice.,Articulate how faith-based perspectives can inform and enrich patient interactions and therapeutic relationships in clinical settings.,,,,"Demonstrate integrity and ethical decision-making by consistently adhering to patient confidentiality, honesty in documentation, and accountability in clinical practice.",Exhibit compassion and respect for diverse patients and families through culturally sensitive care and empathetic communication during clinical interactions.,"Practice self-discipline and personal responsibility by proactively managing time, prioritizing patient needs, and reflecting upon personal actions to improve nursing practice.",Develop a personalized plan for ongoing professional development and lifelong learning to continually enhance nursing practice beyond formal education.,Design and implement a community-based nursing service project that applies fundamental nursing skills to meet real-world health care needs.,Reflect critically on experiences in clinical settings to identify opportunities for compassionate service and advocacy within diverse populations.
https://catalog.byu.edu/courses/13215-000,QUECH 330,Advanced Language Proficiency Through Cultural Studies: Quechua,Language Studies,College of Humanities,Intellectually Enlarging,"Communication Skills In both written and spoken target language, communicate accurately with well-educated members of the target-culture about real-world activities.
---
Comprehension Understand detailed written and verbal instructions. Comprehend historical passages, newspaper and magazine articles, and broadcast news reports well educated native speakers encounter routinely in their daily life.
---
Cultural Knowledge Acquire background knowledge of important achievements related to the target culture (historical figures and events, major literary and artistic movements, government and religious institutions, etc.). Discuss in the target language cultural practices related to major life events in the target culture (birth, marriage, death, etc.).
---
General Education Requirements Complete Languages of Learning and Global & Cultural Awareness for General Education.","Articulate in Quechua how gospel principles intersect with traditional Andean cultural practices and beliefs, demonstrating thoughtful integration of faith and cultural understanding.","Analyze authentic Quechua texts and oral traditions to identify spiritual themes and values, relating these insights to personal religious commitments and testimony development.","Compose reflective writings or presentations in Quechua that explore spiritually meaningful questions, connecting academic study of Quechua culture with personal faith experiences.",,,,"Demonstrate respect and compassion through thoughtful analysis and sensitive discussion of Quechua cultural traditions, beliefs, and values that differ from one's own.",Exhibit integrity and ethical responsibility by accurately representing Quechua perspectives and experiences in written assignments and oral presentations.,Develop personal responsibility and self-discipline by consistently reflecting on one's own cultural biases and actively applying lessons learned from Quechua cultural studies to enhance moral reasoning and intercultural empathy.,Demonstrate the ability to independently identify and utilize authentic Quechua-language resources to continue personal language and cultural learning beyond the classroom.,Design and propose a culturally-informed service project or community initiative utilizing Quechua language skills to address real-world needs in Quechua-speaking communities.,Reflect critically in Quechua on personal experiences and future commitments to using language proficiency and cultural understanding to contribute meaningfully within local and global communities.
https://catalog.byu.edu/courses/02531-020,CPSE 446,Mentored Field Experience: Teaching Students with Mild/Moderate Disabilities - Secondary,Counseling Psychology and Special Education,David O. McKay School of Education,Intellectually Enlarging,"Adolescents and young adults with disabilities 1. Describe the characteristics and diversity of adolescent and young adult individuals with disabilities.
---
Assessment and instruction 2. Describe evidence-based and culturally sensitive assessment, instructional strategies, learning experiences, and learning materials for secondary students with disabilities.
---
Transition from school to adult environments 3. Use evidence-based and culturally sensitive resources and techniques for transitioning individuals with disabilities into and out of school and post-school environments.",Articulate ways gospel principles inform compassionate and respectful interactions with secondary students who have mild/moderate disabilities.,Demonstrate the ability to frame educational challenges and ethical decision-making for students with disabilities through faithful inquiry and spiritual reflection.,Develop and share personal reflections on how mentoring and teaching secondary students with disabilities strengthens one's personal testimony and commitment to Christlike service.,,,,Demonstrate integrity and ethical responsibility by consistently applying equitable and respectful instructional practices when working with secondary students with mild/moderate disabilities.,"Exhibit compassion and empathy through active listening, patient communication, and responsive adaptations to meet the individual emotional and social needs of students with disabilities.","Display personal courage and advocacy by respectfully addressing misconceptions, biases, or inequities related to students with disabilities in educational settings.",Develop and implement a personalized professional growth plan that demonstrates ongoing commitment to learning and applying current best practices in special education beyond formal coursework.,"Design and execute a community-based service project that addresses real-world challenges faced by adolescents and young adults with mild/moderate disabilities, promoting inclusion and enhancing quality of life.","Reflect critically on personal teaching experiences to identify opportunities for lifelong professional learning and continued service-oriented engagement within family, school, church, and community contexts."
https://catalog.byu.edu/courses/11526-001,ECE 446,Teaching Science in Early Childhood Classrooms (Pre K-3),Teacher Education,David O. McKay School of Education,Intellectually Enlarging,"ECE 446 Course Outcomes Teacher candidates will: evaluate their personal dispositions, development, and growth toward becoming a teacher of science. identify and describe purposes for teaching science in K-3 classrooms. explain what science is and how young children learn science, including the knowledge and reasoning skills students must acquire to become proficient in science. recognize the practices, crosscutting concepts, and core ideas of science and engineering and how they influence science instruction in K-3 classrooms. plan for science instruction for children of various ages, abilities, backgrounds, and exceptionalities, including how to (a) identify appropriate science content from national standards and state core curricula; (b) apply a variety of appropriate teaching methods and strategies to support science learning; (c) integrate science with other disciplines across the early childhood curriculum; and (d) employ appropriate assessment methods and strategies.","Articulate connections between gospel principles and scientific inquiry, demonstrating how faith and reason complement each other in early childhood science education.","Design and implement science lessons for young children that integrate spiritual insights, fostering a sense of wonder and gratitude for God's creations.","Reflect on and evaluate personal teaching practices in science education, specifically identifying ways these practices strengthen children's spiritual understanding and testimony of the restored gospel.",,,,"Demonstrate ethical responsibility by consistently modeling integrity, honesty, and fairness in the planning, implementation, and assessment of science instruction for young children.","Develop and practice strategies that foster compassion, patience, and respect when addressing diverse cultural backgrounds, abilities, and perspectives in early childhood science classrooms.",Reflect upon and articulate personal growth in exercising courage and moral clarity to advocate for accurate scientific concepts and ethical practices in early childhood education settings.,"Develop and implement a personal professional growth plan for ongoing learning in science education, identifying resources and strategies to remain informed of current research and best practices throughout their teaching careers.","Design and conduct a community-engaged science education project that applies scientific concepts from the early childhood curriculum to address local needs or issues, demonstrating a commitment to service and real-world problem-solving.","Reflect on and articulate ways in which fostering early science curiosity and inquiry in young children contributes positively to family, community, and societal development, identifying specific actions they can take as educators to support this contribution."
https://catalog.byu.edu/courses/12794-000,ARMEN 101,First-Year Language Study: Armenian,Language Studies,College of Humanities,Intellectually Enlarging,"Comprehension Understand written and spoken target language relating to familiar topics.
---
Speaking Speak the target language well enough to satisfy immediate needs related to basic social situations, simple transactions, basic food and lodging, and routine travel.
---
Writing In the target language, write short, simple messages consisting of structurally-accurate sentences on familiar topics.
---
Culture Function appropriately in routine, familiar situations in the target culture.","Express simple personal testimonies and gospel-related experiences in Armenian, integrating spiritual insights with language skills.",Identify and discuss key religious vocabulary and phrases in Armenian that relate to foundational principles of the restored gospel of Jesus Christ.,"Reflect in writing on connections between Armenian cultural traditions and gospel teachings, demonstrating an understanding of faith-informed cultural perspectives.",,,,Demonstrate integrity and personal responsibility by consistently completing language practice assignments and assessments honestly and punctually.,Express respect and compassion through culturally appropriate interactions and conversations with peers and native speakers in Armenian.,Exhibit courage and modesty by appropriately sharing personal perspectives and experiences while respectfully engaging with differing viewpoints during class discussions.,Demonstrate the ability to independently locate and utilize Armenian language resources to continue language learning beyond formal classroom instruction.,Identify and articulate specific ways in which proficiency in Armenian can be applied to serve Armenian-speaking communities locally and globally.,Develop and present a personal language learning plan outlining strategies and goals for ongoing self-directed study and community engagement in Armenian.
https://catalog.byu.edu/courses/10071-000,FLANG 321R,Advanced Grammar,Language Studies,College of Humanities,Intellectually Enlarging,"Independent Learning Function as independent learners of the target language by using proper terms and appropriate resources for language analysis.
---
Analyze Analyze target language morphology and syntax.
---
Apply Apply grammar rules with accuracy to a variety of advanced grammatical and communicative tasks.",Articulate connections between principles of advanced grammar and divine patterns of order and clarity in gospel teachings.,Demonstrate how careful and precise language usage can enhance effective communication of spiritual truths in personal testimony and religious discourse.,"Reflect thoughtfully on personal language learning experiences, identifying insights that strengthen individual faith and deepen appreciation for linguistic diversity as part of divine creation.",,,,Demonstrate personal integrity by accurately acknowledging sources and avoiding plagiarism in all grammar analyses and language assignments.,Practice self-discipline and responsibility by consistently preparing grammar exercises and assignments punctually and thoroughly.,"Exhibit compassion and respect by constructively engaging with peers during collaborative grammar tasks, offering supportive feedback and respecting diverse viewpoints.",Demonstrate the ability to independently identify and utilize authentic linguistic resources to continually refine language proficiency beyond formal coursework.,"Create instructional materials or resources that clearly explain advanced grammatical concepts, designed to support community or peer language learning initiatives.","Apply advanced grammar knowledge to effectively engage in volunteer or service-oriented activities within multilingual communities, enhancing cross-cultural communication and understanding."
